"Barcode"	"Cluster"
"A06_E03_P3-H02_LIG144_8_1"	"A06_E03_P3-H02_LIG144_8_1"	"SRI"
"A06_E04_P3-G12_LIG285_8_1"	"A06_E04_P3-G12_LIG285_8_1"	"SRI"
"A06_E05_P3-H02_LIG264_8_1"	"A06_E05_P3-H02_LIG264_8_1"	"SRI"
"A06_E06_P1-H03_LIG38_8_1"	"A06_E06_P1-H03_LIG38_8_1"	"SRI"
"A06_E11_P1-H03_LIG343_8_1"	"A06_E11_P1-H03_LIG343_8_1"	"SRI"
"A06_E12_P3-H01_LIG108_8_1"	"A06_E12_P3-H01_LIG108_8_1"	"SRI"
"A10_A04_P3-G12_LIG238_8_1"	"A10_A04_P3-G12_LIG238_8_1"	"SRI"
"A10_A05_P1-H04_LIG46_8_1"	"A10_A05_P1-H04_LIG46_8_1"	"SII"
"A10_A06_P3-H03_LIG211_8_1"	"A10_A06_P3-H03_LIG211_8_1"	"SRI"
"A10_A09_P3-G12_LIG230_8_1"	"A10_A09_P3-G12_LIG230_8_1"	"SRI"
"A10_A11_P1-H03_LIG18_8_1"	"A10_A11_P1-H03_LIG18_8_1"	"SRI"
"A10_A11_P3-H03_LIG190_8_1"	"A10_A11_P3-H03_LIG190_8_1"	"SRI"
"A10_A12_P3-G12_LIG211_8_1"	"A10_A12_P3-G12_LIG211_8_1"	"SRI"
"A11_B06_P3-H02_LIG47_8_1"	"A11_B06_P3-H02_LIG47_8_1"	"SRI"
"A11_B07_P3-H01_LIG152_8_1"	"A11_B07_P3-H01_LIG152_8_1"	"SRI"
"A11_B10_P3-H03_LIG109_8_1"	"A11_B10_P3-H03_LIG109_8_1"	"SII"
"A11_B10_P3-H03_LIG134_8_1"	"A11_B10_P3-H03_LIG134_8_1"	"SRI"
"A11_B12_P1-H03_LIG71_8_1"	"A11_B12_P1-H03_LIG71_8_1"	"SII"
"A11_B12_P3-H02_LIG36_8_1"	"A11_B12_P3-H02_LIG36_8_1"	"SRI"
"A11_F02_P3-H03_LIG239_8_1"	"A11_F02_P3-H03_LIG239_8_1"	"SRI"
"A11_F03_P3-G12_LIG60_8_1"	"A11_F03_P3-G12_LIG60_8_1"	"SRI"
"A11_F05_P3-G12_LIG312_8_1"	"A11_F05_P3-G12_LIG312_8_1"	"SRI"
"A11_F05_P3-H01_LIG231_8_1"	"A11_F05_P3-H01_LIG231_8_1"	"SRI"
"A11_F08_P3-H01_LIG150_8_1"	"A11_F08_P3-H01_LIG150_8_1"	"SRI"
"A11_F09_P3-H02_LIG59_8_1"	"A11_F09_P3-H02_LIG59_8_1"	"SRI"
"A11_F10_P3-G12_LIG301_8_1"	"A11_F10_P3-G12_LIG301_8_1"	"SRI"
"A11_F10_P3-H01_LIG19_8_1"	"A11_F10_P3-H01_LIG19_8_1"	"SII"
"A11_F12_P3-H02_LIG350_8_1"	"A11_F12_P3-H02_LIG350_8_1"	"SII"
"A12_G01_P1-H04_LIG153_8_1"	"A12_G01_P1-H04_LIG153_8_1"	"SRI"
"A12_G02_P1-H04_LIG268_8_1"	"A12_G02_P1-H04_LIG268_8_1"	"SII"
"A12_G03_P3-H02_LIG378_8_1"	"A12_G03_P3-H02_LIG378_8_1"	"SRI"
"A12_G07_P3-H03_LIG201_8_1"	"A12_G07_P3-H03_LIG201_8_1"	"SRI"
"A12_G08_P1-H04_LIG84_8_1"	"A12_G08_P1-H04_LIG84_8_1"	"SRI"
"B02_B03_P1-H03_LIG334_8_1"	"B02_B03_P1-H03_LIG334_8_1"	"SRI"
"B02_B03_P3-H03_LIG20_8_1"	"B02_B03_P3-H03_LIG20_8_1"	"SRI"
"B02_B07_P1-H03_LIG202_8_1"	"B02_B07_P1-H03_LIG202_8_1"	"SII"
"B02_B07_P1-H04_LIG32_8_1"	"B02_B07_P1-H04_LIG32_8_1"	"SRI"
"B02_B10_P3-H02_LIG179_8_1"	"B02_B10_P3-H02_LIG179_8_1"	"SRI"
"B02_B10_P3-H03_LIG315_8_1"	"B02_B10_P3-H03_LIG315_8_1"	"SRI"
"B02_B12_P3-H03_LIG333_8_1"	"B02_B12_P3-H03_LIG333_8_1"	"SRI"
"B03_C02_P3-G12_LIG151_8_1"	"B03_C02_P3-G12_LIG151_8_1"	"SRI"
"B03_C03_P1-H03_LIG224_8_1"	"B03_C03_P1-H03_LIG224_8_1"	"SRI"
"B03_C07_P3-H02_LIG36_8_1"	"B03_C07_P3-H02_LIG36_8_1"	"SRI"
"B03_C08_P1-H03_LIG3_8_1"	"B03_C08_P1-H03_LIG3_8_1"	"SRI"
"B03_C09_P3-H02_LIG170_8_1"	"B03_C09_P3-H02_LIG170_8_1"	"SRI"
"B03_C10_P3-H03_LIG64_8_1"	"B03_C10_P3-H03_LIG64_8_1"	"SRI"
"B05_D01_P1-H03_LIG205_8_1"	"B05_D01_P1-H03_LIG205_8_1"	"SRI"
"B05_D06_P1-H03_LIG91_8_1"	"B05_D06_P1-H03_LIG91_8_1"	"SII"
"B05_D06_P3-G12_LIG285_8_1"	"B05_D06_P3-G12_LIG285_8_1"	"SRI"
"B05_D08_P3-H02_LIG363_8_1"	"B05_D08_P3-H02_LIG363_8_1"	"SRI"
"B05_D12_P1-H03_LIG185_8_1"	"B05_D12_P1-H03_LIG185_8_1"	"SRI"
"B06_E02_P3-G12_LIG214_8_1"	"B06_E02_P3-G12_LIG214_8_1"	"SRI"
"B06_E03_P3-H01_LIG113_8_1"	"B06_E03_P3-H01_LIG113_8_1"	"SRI"
"B06_E04_P3-G12_LIG326_8_1"	"B06_E04_P3-G12_LIG326_8_1"	"SII"
"B06_E08_P1-H03_LIG95_8_1"	"B06_E08_P1-H03_LIG95_8_1"	"SRI"
"B06_E10_P1-H04_LIG8_8_1"	"B06_E10_P1-H04_LIG8_8_1"	"SRI"
"B10_A01_P3-H02_LIG74_8_1"	"B10_A01_P3-H02_LIG74_8_1"	"SRI"
"B10_A04_P3-H02_LIG154_8_1"	"B10_A04_P3-H02_LIG154_8_1"	"SRI"
"B10_A09_P3-H03_LIG192_8_1"	"B10_A09_P3-H03_LIG192_8_1"	"SRI"
"B10_A11_P1-H03_LIG110_8_1"	"B10_A11_P1-H03_LIG110_8_1"	"SRI"
"B11_B01_P3-G12_LIG96_8_1"	"B11_B01_P3-G12_LIG96_8_1"	"SRI"
"B11_B01_P3-H03_LIG369_8_1"	"B11_B01_P3-H03_LIG369_8_1"	"SRI"
"B11_B02_P3-H01_LIG199_8_1"	"B11_B02_P3-H01_LIG199_8_1"	"SRI"
"B11_B04_P3-H03_LIG309_8_1"	"B11_B04_P3-H03_LIG309_8_1"	"SRI"
"B11_B12_P3-H02_LIG164_8_1"	"B11_B12_P3-H02_LIG164_8_1"	"SRI"
"B11_F03_P1-H03_LIG45_8_1"	"B11_F03_P1-H03_LIG45_8_1"	"SII"
"B12_G03_P1-H04_LIG212_8_1"	"B12_G03_P1-H04_LIG212_8_1"	"SRI"
"B12_G04_P3-H02_LIG126_8_1"	"B12_G04_P3-H02_LIG126_8_1"	"SRI"
"B12_G07_P3-H03_LIG149_8_1"	"B12_G07_P3-H03_LIG149_8_1"	"SII"
"B12_G09_P3-H02_LIG365_8_1"	"B12_G09_P3-H02_LIG365_8_1"	"SRI"
"B12_G10_P3-H02_LIG85_8_1"	"B12_G10_P3-H02_LIG85_8_1"	"SII"
"B12_G11_P1-H04_LIG76_8_1"	"B12_G11_P1-H04_LIG76_8_1"	"SRI"
"B12_G12_P1-H04_LIG204_8_1"	"B12_G12_P1-H04_LIG204_8_1"	"SRI"
"C02_B01_P3-H01_LIG6_8_1"	"C02_B01_P3-H01_LIG6_8_1"	"SRI"
"C02_B02_P1-H03_LIG145_8_1"	"C02_B02_P1-H03_LIG145_8_1"	"SRI"
"C02_B02_P1-H03_LIG199_8_1"	"C02_B02_P1-H03_LIG199_8_1"	"SRI"
"C02_B05_P3-G12_LIG190_8_1"	"C02_B05_P3-G12_LIG190_8_1"	"SRI"
"C02_B05_P3-H02_LIG349_8_1"	"C02_B05_P3-H02_LIG349_8_1"	"SRI"
"C02_B06_P3-G12_LIG102_8_1"	"C02_B06_P3-G12_LIG102_8_1"	"SRI"
"C02_B06_P3-G12_LIG339_8_1"	"C02_B06_P3-G12_LIG339_8_1"	"SRI"
"C02_B06_P3-H03_LIG303_8_1"	"C02_B06_P3-H03_LIG303_8_1"	"SII"
"C02_B08_P1-H04_LIG65_8_1"	"C02_B08_P1-H04_LIG65_8_1"	"SRI"
"C02_B08_P3-H03_LIG182_8_1"	"C02_B08_P3-H03_LIG182_8_1"	"SRI"
"C02_B09_P1-H04_LIG161_8_1"	"C02_B09_P1-H04_LIG161_8_1"	"SRI"
"C03_C07_P1-H04_LIG184_8_1"	"C03_C07_P1-H04_LIG184_8_1"	"SRI"
"C03_C07_P3-H03_LIG298_8_1"	"C03_C07_P3-H03_LIG298_8_1"	"SRI"
"C03_C12_P1-H03_LIG360_8_1"	"C03_C12_P1-H03_LIG360_8_1"	"SRI"
"C05_D01_P1-H03_LIG112_8_1"	"C05_D01_P1-H03_LIG112_8_1"	"SII"
"C05_D01_P1-H04_LIG7_8_1"	"C05_D01_P1-H04_LIG7_8_1"	"SRI"
"C05_D02_P1-H03_LIG81_8_1"	"C05_D02_P1-H03_LIG81_8_1"	"SII"
"C05_D07_P3-G12_LIG76_8_1"	"C05_D07_P3-G12_LIG76_8_1"	"SRI"
"C05_D10_P1-H04_LIG278_8_1"	"C05_D10_P1-H04_LIG278_8_1"	"SII"
"C05_D11_P3-H03_LIG201_8_1"	"C05_D11_P3-H03_LIG201_8_1"	"SRI"
"C06_E02_P3-G12_LIG109_8_1"	"C06_E02_P3-G12_LIG109_8_1"	"SII"
"C06_E02_P3-H03_LIG114_8_1"	"C06_E02_P3-H03_LIG114_8_1"	"SII"
"C06_E05_P3-H02_LIG362_8_1"	"C06_E05_P3-H02_LIG362_8_1"	"SRI"
"C06_E07_P1-H04_LIG164_8_1"	"C06_E07_P1-H04_LIG164_8_1"	"SII"
"C06_E10_P3-G12_LIG96_8_1"	"C06_E10_P3-G12_LIG96_8_1"	"SRI"
"C10_A02_P1-H03_LIG98_8_1"	"C10_A02_P1-H03_LIG98_8_1"	"SRI"
"C10_A02_P3-H01_LIG103_8_1"	"C10_A02_P3-H01_LIG103_8_1"	"SRI"
"C10_A05_P1-H04_LIG39_8_1"	"C10_A05_P1-H04_LIG39_8_1"	"SRI"
"C10_A06_P3-G12_LIG69_8_1"	"C10_A06_P3-G12_LIG69_8_1"	"SRI"
"C10_A10_P3-G12_LIG199_8_1"	"C10_A10_P3-G12_LIG199_8_1"	"SRI"
"C10_A10_P3-H01_LIG252_8_1"	"C10_A10_P3-H01_LIG252_8_1"	"SRI"
"C10_A10_P3-H03_LIG180_8_1"	"C10_A10_P3-H03_LIG180_8_1"	"SRI"
"C10_A11_P3-H01_LIG11_8_1"	"C10_A11_P3-H01_LIG11_8_1"	"SRI"
"C11_B07_P3-G12_LIG291_8_1"	"C11_B07_P3-G12_LIG291_8_1"	"SII"
"C11_B08_P1-H03_LIG369_8_1"	"C11_B08_P1-H03_LIG369_8_1"	"SRI"
"C11_B11_P3-H02_LIG266_8_1"	"C11_B11_P3-H02_LIG266_8_1"	"SRI"
"C11_B11_P3-H03_LIG98_8_1"	"C11_B11_P3-H03_LIG98_8_1"	"SII"
"C11_F02_P1-H03_LIG126_8_1"	"C11_F02_P1-H03_LIG126_8_1"	"SRI"
"C11_F02_P1-H04_LIG171_8_1"	"C11_F02_P1-H04_LIG171_8_1"	"SRI"
"C11_F02_P3-G12_LIG201_8_1"	"C11_F02_P3-G12_LIG201_8_1"	"SRI"
"C11_F02_P3-H02_LIG346_8_1"	"C11_F02_P3-H02_LIG346_8_1"	"SRI"
"C11_F03_P3-H01_LIG195_8_1"	"C11_F03_P3-H01_LIG195_8_1"	"SRI"
"C11_F04_P1-H03_LIG78_8_1"	"C11_F04_P1-H03_LIG78_8_1"	"SRI"
"C11_F07_P3-H03_LIG197_8_1"	"C11_F07_P3-H03_LIG197_8_1"	"SRI"
"C11_F08_P3-G12_LIG304_8_1"	"C11_F08_P3-G12_LIG304_8_1"	"SRI"
"C11_F12_P1-H04_LIG177_8_1"	"C11_F12_P1-H04_LIG177_8_1"	"SRI"
"C12_G01_P3-G12_LIG246_8_1"	"C12_G01_P3-G12_LIG246_8_1"	"SRI"
"C12_G02_P1-H03_LIG191_8_1"	"C12_G02_P1-H03_LIG191_8_1"	"SRI"
"C12_G03_P3-G12_LIG237_8_1"	"C12_G03_P3-G12_LIG237_8_1"	"SRI"
"C12_G07_P3-G12_LIG131_8_1"	"C12_G07_P3-G12_LIG131_8_1"	"SRI"
"D02_B01_P3-H01_LIG94_8_1"	"D02_B01_P3-H01_LIG94_8_1"	"SRI"
"D02_B06_P1-H04_LIG31_8_1"	"D02_B06_P1-H04_LIG31_8_1"	"SII"
"D02_B07_P3-H01_LIG185_8_1"	"D02_B07_P3-H01_LIG185_8_1"	"SRI"
"D02_B07_P3-H03_LIG368_8_1"	"D02_B07_P3-H03_LIG368_8_1"	"SRI"
"D02_B08_P3-H02_LIG6_8_1"	"D02_B08_P3-H02_LIG6_8_1"	"SRI"
"D02_B11_P1-H03_LIG1_8_1"	"D02_B11_P1-H03_LIG1_8_1"	"SRI"
"D02_B11_P1-H04_LIG200_8_1"	"D02_B11_P1-H04_LIG200_8_1"	"SRI"
"D02_B12_P3-H02_LIG185_8_1"	"D02_B12_P3-H02_LIG185_8_1"	"SRI"
"D03_C04_P3-H01_LIG78_8_1"	"D03_C04_P3-H01_LIG78_8_1"	"SRI"
"D03_C06_P1-H04_LIG1_8_1"	"D03_C06_P1-H04_LIG1_8_1"	"SRI"
"D03_C10_P1-H04_LIG128_8_1"	"D03_C10_P1-H04_LIG128_8_1"	"SRI"
"D06_E01_P1-H03_LIG27_8_1"	"D06_E01_P1-H03_LIG27_8_1"	"SRI"
"D06_E06_P3-H03_LIG108_8_1"	"D06_E06_P3-H03_LIG108_8_1"	"SRI"
"D06_E09_P3-H02_LIG70_8_1"	"D06_E09_P3-H02_LIG70_8_1"	"SII"
"D10_A01_P3-H02_LIG281_8_1"	"D10_A01_P3-H02_LIG281_8_1"	"SRI"
"D10_A02_P3-G12_LIG71_8_1"	"D10_A02_P3-G12_LIG71_8_1"	"SRI"
"D10_A03_P1-H03_LIG128_8_1"	"D10_A03_P1-H03_LIG128_8_1"	"SRI"
"D10_A06_P1-H04_LIG369_8_1"	"D10_A06_P1-H04_LIG369_8_1"	"SRI"
"D10_A07_P3-G12_LIG290_8_1"	"D10_A07_P3-G12_LIG290_8_1"	"SRI"
"D10_A08_P1-H04_LIG310_8_1"	"D10_A08_P1-H04_LIG310_8_1"	"SRI"
"D10_A08_P3-H02_LIG321_8_1"	"D10_A08_P3-H02_LIG321_8_1"	"SII"
"D10_A09_P3-G12_LIG200_8_1"	"D10_A09_P3-G12_LIG200_8_1"	"SRI"
"D10_A10_P1-H04_LIG17_8_1"	"D10_A10_P1-H04_LIG17_8_1"	"SRI"
"D11_B06_P3-G12_LIG228_8_1"	"D11_B06_P3-G12_LIG228_8_1"	"SRI"
"D11_B09_P1-H03_LIG50_8_1"	"D11_B09_P1-H03_LIG50_8_1"	"SRI"
"D11_B11_P3-H01_LIG343_8_1"	"D11_B11_P3-H01_LIG343_8_1"	"SRI"
"D11_F03_P3-G12_LIG15_8_1"	"D11_F03_P3-G12_LIG15_8_1"	"SRI"
"D11_F05_P1-H03_LIG4_8_1"	"D11_F05_P1-H03_LIG4_8_1"	"SRI"
"D11_F08_P1-H03_LIG352_8_1"	"D11_F08_P1-H03_LIG352_8_1"	"SRI"
"D11_F12_P1-H03_LIG50_8_1"	"D11_F12_P1-H03_LIG50_8_1"	"SRI"
"D12_G03_P1-H03_LIG199_8_1"	"D12_G03_P1-H03_LIG199_8_1"	"SRI"
"D12_G04_P3-H02_LIG382_8_1"	"D12_G04_P3-H02_LIG382_8_1"	"SRI"
"D12_G05_P3-H03_LIG176_8_1"	"D12_G05_P3-H03_LIG176_8_1"	"SII"
"D12_G08_P3-H02_LIG273_8_1"	"D12_G08_P3-H02_LIG273_8_1"	"SRI"
"D12_G09_P3-G12_LIG199_8_1"	"D12_G09_P3-G12_LIG199_8_1"	"SRI"
"D12_G11_P1-H04_LIG162_8_1"	"D12_G11_P1-H04_LIG162_8_1"	"SRI"
"D12_G11_P1-H04_LIG59_8_1"	"D12_G11_P1-H04_LIG59_8_1"	"SRI"
"E02_B01_P3-H02_LIG384_8_1"	"E02_B01_P3-H02_LIG384_8_1"	"SRI"
"E02_B09_P3-G12_LIG227_8_1"	"E02_B09_P3-G12_LIG227_8_1"	"SRI"
"E02_B10_P1-H03_LIG382_8_1"	"E02_B10_P1-H03_LIG382_8_1"	"SRI"
"E02_B10_P3-H02_LIG313_8_1"	"E02_B10_P3-H02_LIG313_8_1"	"SRI"
"E03_C08_P3-H01_LIG320_8_1"	"E03_C08_P3-H01_LIG320_8_1"	"SRI"
"E03_C09_P3-H01_LIG42_8_1"	"E03_C09_P3-H01_LIG42_8_1"	"SRI"
"E03_C10_P1-H03_LIG329_8_1"	"E03_C10_P1-H03_LIG329_8_1"	"SII"
"E05_D03_P1-H04_LIG311_8_1"	"E05_D03_P1-H04_LIG311_8_1"	"SRI"
"E05_D05_P3-H02_LIG214_8_1"	"E05_D05_P3-H02_LIG214_8_1"	"SRI"
"E05_D09_P1-H04_LIG88_8_1"	"E05_D09_P1-H04_LIG88_8_1"	"SII"
"E05_D11_P1-H04_LIG355_8_1"	"E05_D11_P1-H04_LIG355_8_1"	"SRI"
"E06_E02_P3-H03_LIG93_8_1"	"E06_E02_P3-H03_LIG93_8_1"	"SRI"
"E06_E04_P1-H04_LIG354_8_1"	"E06_E04_P1-H04_LIG354_8_1"	"SRI"
"E06_E09_P3-H02_LIG12_8_1"	"E06_E09_P3-H02_LIG12_8_1"	"SRI"
"E10_A03_P1-H03_LIG158_8_1"	"E10_A03_P1-H03_LIG158_8_1"	"SRI"
"E10_A04_P1-H03_LIG103_8_1"	"E10_A04_P1-H03_LIG103_8_1"	"SRI"
"E10_A04_P3-H03_LIG23_8_1"	"E10_A04_P3-H03_LIG23_8_1"	"SRI"
"E10_A07_P1-H03_LIG335_8_1"	"E10_A07_P1-H03_LIG335_8_1"	"SRI"
"E10_A09_P1-H04_LIG274_8_1"	"E10_A09_P1-H04_LIG274_8_1"	"SRI"
"E10_A09_P3-H01_LIG126_8_1"	"E10_A09_P3-H01_LIG126_8_1"	"SRI"
"E11_B03_P3-G12_LIG361_8_1"	"E11_B03_P3-G12_LIG361_8_1"	"SRI"
"E11_B07_P3-H03_LIG96_8_1"	"E11_B07_P3-H03_LIG96_8_1"	"SRI"
"E11_B09_P3-H01_LIG352_8_1"	"E11_B09_P3-H01_LIG352_8_1"	"SII"
"E11_B11_P3-H02_LIG202_8_1"	"E11_B11_P3-H02_LIG202_8_1"	"SRI"
"E11_B12_P1-H04_LIG302_8_1"	"E11_B12_P1-H04_LIG302_8_1"	"SRI"
"E11_F04_P3-G12_LIG339_8_1"	"E11_F04_P3-G12_LIG339_8_1"	"SRI"
"E11_F04_P3-H02_LIG257_8_1"	"E11_F04_P3-H02_LIG257_8_1"	"SRI"
"E11_F05_P3-G12_LIG28_8_1"	"E11_F05_P3-G12_LIG28_8_1"	"SRI"
"E11_F10_P3-H02_LIG240_8_1"	"E11_F10_P3-H02_LIG240_8_1"	"SRI"
"E12_G10_P1-H04_LIG124_8_1"	"E12_G10_P1-H04_LIG124_8_1"	"SRI"
"E12_G12_P3-H03_LIG88_8_1"	"E12_G12_P3-H03_LIG88_8_1"	"SRI"
"F02_B02_P1-H04_LIG214_8_1"	"F02_B02_P1-H04_LIG214_8_1"	"SRI"
"F02_B04_P3-G12_LIG48_8_1"	"F02_B04_P3-G12_LIG48_8_1"	"SRI"
"F02_B08_P1-H03_LIG343_8_1"	"F02_B08_P1-H03_LIG343_8_1"	"SRI"
"F02_B11_P3-G12_LIG15_8_1"	"F02_B11_P3-G12_LIG15_8_1"	"SRI"
"F03_C11_P1-H04_LIG117_8_1"	"F03_C11_P1-H04_LIG117_8_1"	"SRI"
"F05_D02_P3-H01_LIG203_8_1"	"F05_D02_P3-H01_LIG203_8_1"	"SRI"
"F05_D04_P1-H03_LIG23_8_1"	"F05_D04_P1-H03_LIG23_8_1"	"SRI"
"F05_D10_P3-H02_LIG11_8_1"	"F05_D10_P3-H02_LIG11_8_1"	"SRI"
"F05_D11_P3-H02_LIG354_8_1"	"F05_D11_P3-H02_LIG354_8_1"	"SRI"
"F05_D11_P3-H03_LIG177_8_1"	"F05_D11_P3-H03_LIG177_8_1"	"SII"
"F05_D12_P1-H04_LIG6_8_1"	"F05_D12_P1-H04_LIG6_8_1"	"SRI"
"F06_E03_P3-H03_LIG150_8_1"	"F06_E03_P3-H03_LIG150_8_1"	"SRI"
"F06_E08_P1-H04_LIG370_8_1"	"F06_E08_P1-H04_LIG370_8_1"	"SRI"
"F06_E09_P3-H02_LIG236_8_1"	"F06_E09_P3-H02_LIG236_8_1"	"SRI"
"F06_E10_P3-H03_LIG357_8_1"	"F06_E10_P3-H03_LIG357_8_1"	"SRI"
"F06_E12_P3-H02_LIG56_8_1"	"F06_E12_P3-H02_LIG56_8_1"	"SRI"
"F10_A06_P3-G12_LIG379_8_1"	"F10_A06_P3-G12_LIG379_8_1"	"SRI"
"F10_A07_P1-H04_LIG98_8_1"	"F10_A07_P1-H04_LIG98_8_1"	"SRI"
"F10_A12_P1-H03_LIG153_8_1"	"F10_A12_P1-H03_LIG153_8_1"	"SRI"
"F11_B02_P1-H04_LIG133_8_1"	"F11_B02_P1-H04_LIG133_8_1"	"SRI"
"F11_B02_P3-H02_LIG377_8_1"	"F11_B02_P3-H02_LIG377_8_1"	"SRI"
"F11_B05_P3-H02_LIG100_8_1"	"F11_B05_P3-H02_LIG100_8_1"	"SRI"
"F11_B09_P1-H04_LIG102_8_1"	"F11_B09_P1-H04_LIG102_8_1"	"SRI"
"F11_B11_P3-H03_LIG40_8_1"	"F11_B11_P3-H03_LIG40_8_1"	"SII"
"F11_F01_P3-H01_LIG339_8_1"	"F11_F01_P3-H01_LIG339_8_1"	"SRI"
"F11_F01_P3-H01_LIG40_8_1"	"F11_F01_P3-H01_LIG40_8_1"	"SRI"
"F11_F01_P3-H03_LIG230_8_1"	"F11_F01_P3-H03_LIG230_8_1"	"SII"
"F11_F03_P1-H04_LIG63_8_1"	"F11_F03_P1-H04_LIG63_8_1"	"SRI"
"F11_F03_P3-H01_LIG50_8_1"	"F11_F03_P3-H01_LIG50_8_1"	"SRI"
"F11_F05_P1-H03_LIG141_8_1"	"F11_F05_P1-H03_LIG141_8_1"	"SRI"
"F11_F06_P3-H03_LIG180_8_1"	"F11_F06_P3-H03_LIG180_8_1"	"SRI"
"F11_F07_P1-H03_LIG5_8_1"	"F11_F07_P1-H03_LIG5_8_1"	"SRI"
"F11_F10_P3-H01_LIG36_8_1"	"F11_F10_P3-H01_LIG36_8_1"	"SRI"
"G02_B04_P3-G12_LIG280_8_1"	"G02_B04_P3-G12_LIG280_8_1"	"SII"
"G02_B05_P1-H03_LIG213_8_1"	"G02_B05_P1-H03_LIG213_8_1"	"SRI"
"G02_B07_P3-H01_LIG188_8_1"	"G02_B07_P3-H01_LIG188_8_1"	"SRI"
"G02_B07_P3-H02_LIG27_8_1"	"G02_B07_P3-H02_LIG27_8_1"	"SRI"
"G02_B09_P3-H01_LIG303_8_1"	"G02_B09_P3-H01_LIG303_8_1"	"SRI"
"G02_B12_P1-H03_LIG295_8_1"	"G02_B12_P1-H03_LIG295_8_1"	"SRI"
"G02_B12_P3-H03_LIG355_8_1"	"G02_B12_P3-H03_LIG355_8_1"	"SRI"
"G03_C03_P1-H03_LIG133_8_1"	"G03_C03_P1-H03_LIG133_8_1"	"SRI"
"G03_C06_P1-H04_LIG257_8_1"	"G03_C06_P1-H04_LIG257_8_1"	"SRI"
"G03_C06_P3-G12_LIG15_8_1"	"G03_C06_P3-G12_LIG15_8_1"	"SRI"
"G03_C06_P3-H02_LIG130_8_1"	"G03_C06_P3-H02_LIG130_8_1"	"SRI"
"G03_C08_P1-H03_LIG209_8_1"	"G03_C08_P1-H03_LIG209_8_1"	"SRI"
"G05_D07_P3-H01_LIG230_8_1"	"G05_D07_P3-H01_LIG230_8_1"	"SRI"
"G05_D08_P1-H03_LIG87_8_1"	"G05_D08_P1-H03_LIG87_8_1"	"SII"
"G05_D12_P3-H03_LIG330_8_1"	"G05_D12_P3-H03_LIG330_8_1"	"SRI"
"G06_E02_P3-G12_LIG203_8_1"	"G06_E02_P3-G12_LIG203_8_1"	"SII"
"G06_E05_P1-H03_LIG56_8_1"	"G06_E05_P1-H03_LIG56_8_1"	"sAM"
"G06_E06_P1-H04_LIG87_8_1"	"G06_E06_P1-H04_LIG87_8_1"	"SRI"
"G06_E08_P3-G12_LIG136_8_1"	"G06_E08_P3-G12_LIG136_8_1"	"SRI"
"G06_E10_P3-G12_LIG279_8_1"	"G06_E10_P3-G12_LIG279_8_1"	"SRI"
"G10_A02_P1-H03_LIG131_8_1"	"G10_A02_P1-H03_LIG131_8_1"	"SRI"
"G10_A02_P3-H01_LIG47_8_1"	"G10_A02_P3-H01_LIG47_8_1"	"SRI"
"G10_A05_P1-H03_LIG17_8_1"	"G10_A05_P1-H03_LIG17_8_1"	"SRI"
"G10_A05_P3-H03_LIG317_8_1"	"G10_A05_P3-H03_LIG317_8_1"	"SII"
"G10_A06_P1-H03_LIG106_8_1"	"G10_A06_P1-H03_LIG106_8_1"	"SRI"
"G10_A06_P3-G12_LIG12_8_1"	"G10_A06_P3-G12_LIG12_8_1"	"SRI"
"G10_A06_P3-G12_LIG201_8_1"	"G10_A06_P3-G12_LIG201_8_1"	"SII"
"G10_A11_P3-G12_LIG74_8_1"	"G10_A11_P3-G12_LIG74_8_1"	"SII"
"G10_A12_P3-H03_LIG127_8_1"	"G10_A12_P3-H03_LIG127_8_1"	"SRI"
"G11_B01_P1-H04_LIG357_8_1"	"G11_B01_P1-H04_LIG357_8_1"	"SRI"
"G11_B01_P1-H04_LIG78_8_1"	"G11_B01_P1-H04_LIG78_8_1"	"SRI"
"G11_B01_P3-H03_LIG1_8_1"	"G11_B01_P3-H03_LIG1_8_1"	"SRI"
"G11_B02_P1-H04_LIG289_8_1"	"G11_B02_P1-H04_LIG289_8_1"	"SRI"
"G11_B02_P3-H01_LIG3_8_1"	"G11_B02_P3-H01_LIG3_8_1"	"SII"
"G11_B03_P1-H04_LIG208_8_1"	"G11_B03_P1-H04_LIG208_8_1"	"SRI"
"G11_B04_P3-G12_LIG333_8_1"	"G11_B04_P3-G12_LIG333_8_1"	"SRI"
"G11_B07_P1-H04_LIG237_8_1"	"G11_B07_P1-H04_LIG237_8_1"	"SRI"
"G11_B11_P3-H01_LIG131_8_1"	"G11_B11_P3-H01_LIG131_8_1"	"SRI"
"G11_F05_P3-G12_LIG215_8_1"	"G11_F05_P3-G12_LIG215_8_1"	"SRI"
"G11_F09_P3-H03_LIG157_8_1"	"G11_F09_P3-H03_LIG157_8_1"	"SII"
"G12_G02_P1-H04_LIG108_8_1"	"G12_G02_P1-H04_LIG108_8_1"	"SII"
"G12_G05_P1-H04_LIG14_8_1"	"G12_G05_P1-H04_LIG14_8_1"	"SRI"
"G12_G07_P3-H01_LIG150_8_1"	"G12_G07_P3-H01_LIG150_8_1"	"eAM"
"G12_G08_P3-G12_LIG34_8_1"	"G12_G08_P3-G12_LIG34_8_1"	"SRI"
"H02_B01_P3-G12_LIG255_8_1"	"H02_B01_P3-G12_LIG255_8_1"	"SRI"
